DataHora,TempoGasto,WIDTH,HEIGHT,MAX_ITER,RE_MIN,RE_MAX,IM_MIN,IM_MAX,Machine,Code,Schedule,ChunkSize,Threads
2026-09-23 08:06:51,15.0844,8192,8192,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,dynamic,1.0,4
2026-09-23 08:07:33,15.0549,8192,8192,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,dynamic,1.0,4
2026-09-23 08:08:14,13.4202,8192,8192,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,dynamic,64.0,4
2026-09-23 08:08:54,13.0874,8192,8192,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,dynamic,64.0,4
2026-09-23 08:09:34,13.2956,8192,8192,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,dynamic,64.0,4
2026-09-23 08:10:22,19.7868,8192,8192,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,guided,64.0,4
2026-09-23 08:11:08,19.9159,8192,8192,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,guided,64.0,4
2026-09-23 08:11:54,19.7472,8192,8192,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,guided,64.0,4
2026-09-23 08:12:43,22.2103,8192,8192,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,auto,0.0,4
2026-09-23 08:13:32,22.2379,8192,8192,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,auto,0.0,4
2026-09-23 08:14:20,21.8874,8192,8192,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,auto,0.0,4
2026-09-23 08:17:00,53.3349,16384,16384,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,static,64.0,4
2026-09-23 08:19:42,54.7767,16384,16384,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,static,64.0,4
2026-09-23 08:22:25,55.5009,16384,16384,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,static,64.0,4
